TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,AgeGroup,Target
473.2,1417,1,15,2,34.0,0,173.0,1.0,248.52,248,30-40,0
192.97,494,1,34,0,59.0,2,140.0,1.0,3019.04,12,50-60,2
168.99,793,1,3,0,18.0,3,203.0,1.0,1523.57,219,<18,0
1.82,691,1,37,2,80.0,2,60.0,1.0,5571.39,176,60+,2
40.9,999,1,5,0,55.0,0,37.0,1.0,1514.34,279,50-60,2
78.91,426,1,34,2,61.0,0,157.0,1.0,1817.43,260,60+,2
169.97,2323,0,36,0,22.0,3,12.0,1.0,6269.12,170,18-30,0
17.79,361,1,17,1,61.0,2,162.0,5.0,2281.9,280,60+,2
486.61,2247,0,34,0,48.0,1,130.0,1.0,2006.69,12,40-50,2
148.13,536,1,31,1,58.0,2,56.0,1.0,2189.38,38,50-60,2
164.52,2421,1,9,0,61.0,0,162.0,1.0,11036.74,294,60+,1
720.89,2383,1,16,0,27.0,3,120.0,1.0,447.06,219,18-30,0
268.7,1840,1,25,0,53.0,2,63.0,1.0,2104.74,18,50-60,2
637.34,1619,1,16,0,51.0,2,278.0,1.0,5183.5,213,50-60,2
216.76,2104,0,29,2,47.0,1,138.0,1.0,643.64,193,40-50,0
418.02,1026,1,20,0,46.0,0,110.0,1.0,11011.86,11,40-50,1
292.03,1627,0,22,0,46.0,1,154.0,1.0,951.33,49,40-50,0
251.4,1226,1,40,0,57.0,2,178.0,1.0,2561.67,280,50-60,2
184.56,2264,1,41,2,21.0,3,93.0,1.0,1549.27,19,18-30,0
33.76,106,1,39,2,26.0,1,227.0,1.0,3253.51,146,18-30,0
253.46,918,1,22,0,45.0,1,60.0,1.0,4734.110000000001,49,40-50,2
1612.37,1343,1,20,0,65.0,2,173.0,1.0,3910.59,119,60+,2
138.68,1084,0,7,1,22.0,3,44.0,1.0,206.2,137,18-30,0
42.56,1381,1,14,2,18.0,3,146.0,1.0,4361.44,50,<18,0
680.76,396,1,13,1,21.0,3,165.0,1.0,572.97,162,18-30,0
53.83,992,1,3,1,70.0,2,131.0,1.0,4580.59,322,60+,2
11.09,2047,1,5,1,51.0,1,95.0,1.0,2990.05,239,50-60,2
37.81,1335,1,13,1,63.0,2,195.0,1.0,5208.98,283,60+,2
449.18,2430,1,10,2,67.0,2,50.0,1.0,1025.99,181,60+,2
1135.8,1654,1,36,0,30.0,0,250.0,1.0,13534.3,52,18-30,1
297.6,1843,1,25,2,39.0,0,162.0,1.0,1461.17,207,30-40,0
683.75,348,1,19,1,32.0,0,106.0,1.0,6333.72,86,30-40,1
21.4,273,0,13,2,48.0,1,129.0,1.0,8551.6,358,40-50,1
315.94,1827,1,29,0,78.0,2,93.0,1.0,4273.99,6,60+,2
331.32,1017,1,34,1,61.0,0,137.0,5.0,13054.54,73,60+,1
223.76,1468,0,4,1,74.0,2,110.0,1.0,4102.23,274,60+,2
216.03,2023,1,4,0,42.0,0,300.0,1.0,10462.77,202,40-50,1
17.42,2096,1,9,0,74.0,2,150.0,1.0,6851.31,351,60+,2
491.91,64,1,25,2,78.0,2,155.0,1.0,2421.94,167,60+,2
350.11,2472,0,33,2,74.0,2,178.0,1.0,4639.04,110,60+,2
218.07,2087,1,2,1,23.0,3,243.0,1.0,443.62,9,18-30,0
291.09,2185,1,12,1,48.0,1,112.0,1.0,6312.79,140,40-50,1
422.14,2160,0,0,1,26.0,3,109.0,1.0,1436.32,62,18-30,0
613.21,527,1,40,0,61.0,2,157.0,1.0,3279.12,240,60+,2
73.83,39,1,19,2,69.0,0,69.0,1.0,6020.29,28,60+,2
67.33,693,1,11,2,59.0,1,36.0,1.0,5925.98,49,50-60,2
26.92,900,1,16,0,62.0,2,43.0,1.0,1674.94,54,60+,2
18.3,275,1,23,2,48.0,1,155.0,1.0,3733.52,101,40-50,2
317.94,167,1,20,0,54.0,1,124.0,1.0,2996.51,318,50-60,2
179.38,504,1,23,2,40.0,0,173.0,1.0,11666.18,248,30-40,1
918.95,783,1,13,2,68.0,0,139.0,1.0,7006.46,82,60+,2
13.92,972,1,20,0,37.0,1,209.0,1.0,2735.84,216,30-40,0
365.43,2201,1,32,0,25.0,3,176.0,1.0,1073.51,182,18-30,0
263.59,140,1,9,1,71.0,2,16.0,1.0,6996.35,337,60+,2
54.8,993,1,0,1,34.0,1,140.0,1.0,4943.49,155,30-40,0
141.49,1754,1,3,2,24.0,3,75.0,1.0,1665.58,0,18-30,0
31.39,62,1,40,0,20.0,3,15.0,1.0,998.49,5,18-30,0
93.82,1167,1,13,2,39.0,1,176.0,1.0,8422.06,292,30-40,1
5.71,2277,1,40,1,21.0,3,106.0,1.0,1285.42,248,18-30,0
178.39,1506,1,40,2,34.0,1,98.0,1.0,8469.43,190,30-40,1
126.91,1551,1,13,0,22.0,3,42.0,1.0,692.69,109,18-30,0
36.09,1101,1,8,1,53.0,0,167.0,1.0,12319.26,97,50-60,1
91.77,525,1,29,1,51.0,0,174.0,1.0,9240.73,50,50-60,1
198.92,1988,1,13,2,36.0,1,100.0,1.0,2854.66,237,30-40,0
137.81,2015,1,11,1,58.0,1,44.0,1.0,2631.47,78,50-60,2
136.88,1303,0,22,1,24.0,3,71.0,1.0,7465.95,271,18-30,1
133.07,1703,1,34,1,21.0,3,155.0,1.0,1670.99,139,18-30,0
1.14,1983,1,16,1,43.0,0,137.0,1.0,13913.92,314,40-50,1
256.34,1529,1,18,1,69.0,2,99.0,1.0,7471.63,41,60+,2
56.11,586,1,4,1,36.0,0,109.0,1.0,11123.65,36,30-40,1
118.1,1777,1,13,0,50.0,1,50.0,1.0,7976.6,344,40-50,1
137.86,1577,0,34,2,66.0,0,120.0,1.0,8046.94,292,60+,2
813.78,1436,0,1,0,54.0,0,55.0,1.0,14935.5,129,50-60,1
237.97,67,1,8,0,69.0,0,69.0,1.0,13486.15,15,60+,1
684.96,54,1,23,0,21.0,3,31.0,1.0,526.67,43,18-30,0
878.63,650,1,8,0,60.0,1,139.0,1.0,4954.37,43,50-60,2
276.56,670,1,2,1,68.0,0,15.0,1.0,8942.58,155,60+,2
8.75,1093,1,21,0,79.0,2,199.0,1.0,4044.62,235,60+,2
637.48,1728,1,7,2,65.0,2,207.0,1.0,4148.85,107,60+,2
103.15,1608,1,36,1,51.0,0,179.0,1.0,11388.15,65,50-60,1
505.6,302,1,10,1,52.0,2,183.0,1.0,5347.57,227,50-60,2
371.86,343,1,24,0,46.0,0,91.0,1.0,1329.45,117,40-50,0
14.26,2236,1,41,1,50.0,1,37.0,1.0,2475.65,172,40-50,2
13.16,791,1,23,1,43.0,1,98.0,1.0,1019.46,248,40-50,0
167.92,1170,1,22,0,40.0,0,136.0,2.0,14321.73,112,30-40,1
73.01,844,1,15,0,56.0,2,101.0,1.0,2833.12,206,50-60,2
201.5,1285,0,9,2,61.0,0,196.0,1.0,12148.32,146,60+,1
150.3,1433,1,19,2,41.0,0,204.0,1.0,14371.08,128,40-50,1
23.7,2018,1,37,0,46.0,0,32.0,1.0,7947.44,321,40-50,1
49.59,1566,1,4,1,48.0,1,147.0,1.0,6037.03,214,40-50,2
720.13,303,0,29,0,22.0,3,96.0,1.0,387.02,69,18-30,0
134.92,2044,1,20,2,19.0,3,101.0,1.0,1081.97,198,18-30,0
116.97,1271,1,28,0,18.0,3,299.0,1.0,729.7,122,<18,0
11.06,2056,1,7,0,34.0,1,13.0,3.0,2782.21,46,30-40,0
88.29,138,0,15,2,50.0,1,287.0,1.0,5245.93,175,40-50,2
5.81,1153,1,15,0,25.0,3,222.0,1.0,1290.95,100,18-30,0
103.48,178,1,3,0,32.0,1,33.0,1.0,6494.25,192,30-40,1
156.74,383,1,28,0,70.0,2,136.0,1.0,4004.35,128,60+,2
505.14,24,1,32,0,68.0,2,179.0,1.0,2525.47,293,60+,2
31.06,2177,1,18,0,46.0,0,61.0,1.0,11014.25,62,40-50,1
7.61,1770,1,1,0,50.0,0,163.0,1.0,6275.0,108,40-50,2
276.16,274,0,32,0,53.0,2,71.0,1.0,1733.34,334,50-60,2
145.77,643,1,22,0,68.0,2,237.0,1.0,5294.98,302,60+,2
369.44,2180,1,11,2,34.0,1,19.0,1.0,5018.67,130,30-40,0
558.86,524,1,2,0,60.0,0,95.0,1.0,9844.32,296,50-60,1
429.15,478,1,19,1,26.0,3,218.0,1.0,712.13,307,18-30,0
36.74,232,1,40,1,33.0,0,133.0,1.0,6217.58,95,30-40,1
79.14,686,0,32,2,57.0,2,22.0,1.0,2229.56,150,50-60,2
132.48,1453,1,5,1,36.0,1,101.0,1.0,9313.05,50,30-40,1
136.48,1489,1,5,2,52.0,1,138.0,4.0,4618.53,194,50-60,2
203.76,1832,1,7,1,55.0,2,37.0,1.0,6747.16,203,50-60,2
750.95,1676,1,6,1,78.0,2,27.0,1.0,5134.37,286,60+,2
0.84,2480,1,2,0,52.0,1,31.0,1.0,2207.54,52,50-60,2
257.18,1255,1,20,2,67.0,0,28.0,1.0,13336.15,233,60+,1
767.66,836,1,38,0,63.0,0,155.0,1.0,1801.69,341,60+,2
182.29,850,1,36,2,54.0,0,123.0,1.0,522.39,122,50-60,2
184.51,1628,0,32,2,54.0,0,118.0,1.0,9381.64,188,50-60,1
451.31,2293,1,13,0,62.0,2,166.0,5.0,2963.29,76,60+,2
144.1,1239,1,6,1,57.0,0,30.0,1.0,11523.64,221,50-60,1
72.5,672,1,13,0,40.0,0,30.0,1.0,12723.62,325,30-40,1
74.11,1669,0,41,2,69.0,2,71.0,4.0,3920.11,126,60+,2
22.15,803,1,10,1,44.0,0,73.0,1.0,7451.83,280,40-50,1
777.92,1078,1,2,1,62.0,0,97.0,1.0,7061.58,190,60+,2
790.07,961,1,24,2,28.0,3,197.0,1.0,985.77,263,18-30,0
406.33,2472,0,24,1,59.0,1,103.0,1.0,4298.34,79,50-60,2
767.41,1664,1,13,0,56.0,0,27.0,1.0,12799.34,153,50-60,1
4.58,1964,0,1,2,21.0,3,135.0,1.0,811.24,4,18-30,0
211.36,1502,0,1,1,53.0,0,88.0,1.0,13273.08,67,50-60,1
49.67,347,1,1,2,21.0,3,146.0,1.0,842.94,121,18-30,0
77.83,2452,0,18,1,49.0,1,146.0,1.0,2471.53,249,40-50,2
702.87,1036,1,42,0,19.0,3,184.0,1.0,1237.5,291,18-30,0
133.56,164,1,13,2,25.0,3,177.0,1.0,783.83,36,18-30,0
868.05,83,0,36,2,49.0,1,119.0,1.0,3931.03,215,40-50,2
52.87,614,1,16,1,24.0,3,70.0,1.0,960.96,326,18-30,0
179.0,1653,1,15,0,78.0,2,121.0,1.0,7310.88,236,60+,2
1168.26,1063,0,30,2,73.0,2,37.0,1.0,1385.74,211,60+,2
384.11,867,1,13,0,58.0,2,12.0,1.0,7902.52,14,50-60,2
227.61,1423,1,15,2,71.0,2,61.0,1.0,4405.28,79,60+,2
40.83,1510,1,16,0,48.0,1,24.0,1.0,3944.12,341,40-50,2
19.76,616,1,26,0,20.0,3,240.0,1.0,1523.04,0,18-30,0
484.24,969,1,33,1,67.0,0,77.0,1.0,8042.3,22,60+,2
211.36,1119,1,15,2,33.0,0,110.0,1.0,5531.93,3,30-40,0
301.47,168,1,7,1,21.0,3,291.0,1.0,560.73,183,18-30,0
199.09,906,1,11,2,70.0,0,89.0,1.0,1658.52,144,60+,2
38.95,1957,1,20,2,27.0,1,50.0,1.0,731.52,0,18-30,0
515.94,2415,1,37,0,29.0,1,37.0,1.0,1389.89,287,18-30,0
41.93,278,1,14,0,48.0,1,136.0,1.0,5081.26,2,40-50,2
137.84,2115,1,29,0,27.0,3,112.0,1.0,1000.35,184,18-30,0
95.35,1356,1,6,2,21.0,3,131.0,1.0,1639.9,60,18-30,0
93.14,11,1,22,2,67.0,2,151.0,1.0,5473.82,91,60+,2
1427.71,163,1,27,1,64.0,0,159.0,1.0,1729.26,188,60+,2
79.33,2310,0,19,2,51.0,0,109.0,1.0,14798.1,44,50-60,1
76.89,854,1,6,0,55.0,0,132.0,1.0,4734.110000000001,249,50-60,2
233.71,508,1,17,2,19.0,3,297.0,1.0,1231.98,346,18-30,0
14.92,923,1,19,1,26.0,1,120.0,1.0,6611.26,71,18-30,0
242.17,1044,1,17,0,60.0,0,147.0,1.0,883.72,258,50-60,2
122.98,1330,1,17,2,79.0,2,228.0,1.0,5055.99,208,60+,2
129.35,1578,1,19,0,52.0,1,130.0,1.0,7166.88,199,50-60,1
138.33,1242,1,9,2,21.0,3,69.0,1.0,232.56,175,18-30,0
39.31,2036,1,32,2,25.0,3,178.0,1.0,1236.38,25,18-30,0
91.85,1928,1,39,2,21.0,3,148.0,1.0,802.09,351,18-30,0
277.7,1143,1,26,1,58.0,1,107.0,1.0,1423.2,320,50-60,2
114.03,2208,1,32,0,51.0,0,172.0,1.0,13388.56,319,50-60,1
302.63,415,0,38,1,27.0,1,10.0,1.0,2801.28,55,18-30,0
31.19,757,1,5,0,52.0,1,74.0,1.0,5545.96,191,50-60,2
112.91,2145,0,40,2,27.0,1,135.0,1.0,4764.48,194,18-30,0
742.26,1127,1,36,2,27.0,1,36.0,1.0,7868.19,219,18-30,1
256.8,379,1,5,0,26.0,3,80.0,1.0,1128.38,180,18-30,0
378.68,43,1,13,0,60.0,0,239.0,1.0,7627.04,49,50-60,2
571.93,1759,1,42,2,52.0,2,119.0,1.0,4026.03,20,50-60,2
26.31,1471,0,2,2,77.0,2,163.0,1.0,7095.76,32,60+,2
205.58,1512,1,32,2,20.0,3,112.0,1.0,1501.95,93,18-30,0
533.61,2399,1,23,2,48.0,1,115.0,1.0,3656.93,320,40-50,2
428.62,1005,1,33,1,55.0,2,72.0,1.0,3473.24,242,50-60,2
361.22,715,1,33,0,64.0,2,167.0,1.0,7061.73,242,60+,2
837.29,2222,1,31,1,25.0,3,216.0,1.0,6012.67,50,18-30,0
117.25,630,0,1,2,31.0,0,73.0,1.0,13694.68,127,30-40,1
135.27,1456,1,1,0,48.0,0,131.0,1.0,9410.51,190,40-50,1
185.1,1442,1,0,1,53.0,2,23.0,1.0,6115.63,258,50-60,2
113.54,1773,1,8,2,38.0,1,273.0,1.0,5581.21,143,30-40,1
354.96,2255,1,13,2,69.0,0,96.0,1.0,6712.94,117,60+,2
224.22,157,1,14,1,53.0,0,37.0,1.0,8400.87,355,50-60,1
737.1,1308,1,42,0,60.0,2,92.0,1.0,4644.19,285,50-60,2
223.22,1287,1,13,0,27.0,3,96.0,1.0,1734.22,113,18-30,0
557.26,1851,1,38,0,69.0,0,53.0,1.0,5237.12,207,60+,2
1496.57,392,1,22,2,33.0,1,95.0,1.0,969.06,15,30-40,0
27.44,2084,1,4,0,62.0,2,164.0,1.0,5950.48,141,60+,2
310.09,2210,1,11,1,36.0,0,166.0,1.0,9962.5,269,30-40,1
80.38,451,1,18,2,52.0,0,116.0,1.0,9662.88,212,50-60,1
26.1,2278,0,11,1,66.0,0,115.0,1.0,5243.0,242,60+,2
845.14,55,0,28,1,73.0,2,183.0,1.0,1702.65,287,60+,2
59.73,920,1,14,0,27.0,3,56.0,1.0,800.93,228,18-30,0
758.77,1151,1,35,0,60.0,1,114.0,1.0,7231.47,122,50-60,2
301.51,378,1,5,0,22.0,3,284.0,1.0,1052.31,286,18-30,0
418.03,1640,1,2,1,58.0,0,161.0,1.0,10721.29,141,50-60,1
118.06,951,0,19,1,32.0,0,31.0,1.0,13560.63,48,30-40,1
483.92,1946,1,27,0,70.0,2,115.0,1.0,3138.0,37,60+,2
78.93,322,1,23,0,38.0,0,145.0,1.0,9916.24,354,30-40,1
36.63,811,1,24,0,75.0,2,261.0,1.0,7941.73,73,60+,2
87.85,2362,1,7,1,49.0,1,63.0,1.0,3753.24,54,40-50,2
1001.83,1295,1,30,2,31.0,0,55.0,1.0,9733.83,320,30-40,1
705.34,1700,1,42,2,59.0,0,124.0,1.0,5003.22,355,50-60,2
146.55,1411,1,41,2,54.0,2,124.0,5.0,4087.44,76,50-60,2
116.89,2171,1,8,2,71.0,2,226.0,1.0,4880.31,15,60+,2
106.41,98,1,20,1,57.0,2,87.0,1.0,1310.38,39,50-60,2
1087.9,590,1,4,0,78.0,2,103.0,1.0,2513.51,341,60+,2
584.41,12,1,19,0,23.0,3,41.0,1.0,4475.22,306,18-30,0
584.98,1064,0,6,1,55.0,2,121.0,1.0,6521.05,97,50-60,2
79.21,2216,1,7,1,56.0,2,140.0,1.0,1615.04,39,50-60,2
173.13,1857,0,1,2,20.0,3,288.0,1.0,1490.34,62,18-30,0
335.7,195,1,12,0,80.0,3,57.0,1.0,6601.44,229,60+,2
1225.5,2219,0,19,2,50.0,0,109.0,1.0,8611.17,318,40-50,1
422.81,2164,1,20,1,28.0,3,193.0,1.0,1929.28,246,18-30,0
135.43,1860,1,38,0,57.0,2,92.0,1.0,5315.83,155,50-60,2
584.88,2472,1,30,0,26.0,3,121.0,1.0,548.45,280,18-30,0
308.94,629,1,20,2,25.0,3,167.0,1.0,1931.66,85,18-30,0
295.93,340,1,4,1,36.0,0,117.0,1.0,1050.63,214,30-40,0
1512.99,1446,1,30,2,19.0,3,50.0,1.0,9963.39,203,18-30,1
77.44,1162,1,42,1,58.0,2,268.0,1.0,1950.63,276,50-60,2
92.5,1780,0,39,2,40.0,1,70.0,1.0,6295.45,123,30-40,1
97.74,1631,0,20,2,41.0,1,137.0,1.0,4113.63,53,40-50,0
291.68,1440,1,8,0,21.0,3,90.0,1.0,1451.02,336,18-30,0
56.96,1169,1,0,0,22.0,3,135.0,1.0,1597.85,56,18-30,0
436.8,1201,1,39,2,27.0,3,92.0,1.0,1256.33,218,18-30,0
259.49,1056,1,2,2,72.0,2,292.0,1.0,7320.61,69,60+,2
726.26,287,1,29,2,57.0,2,147.0,1.0,2150.38,27,50-60,2
568.68,765,1,15,0,72.0,2,101.0,1.0,2940.04,137,60+,2
77.57,2361,1,1,2,49.0,3,225.0,1.0,12801.93,92,40-50,1
999.28,935,1,4,2,29.0,1,40.0,1.0,4272.41,352,18-30,0
14.16,58,0,28,1,74.0,2,290.0,1.0,5399.76,238,60+,2
1142.83,1284,0,29,1,61.0,2,48.0,1.0,2467.39,303,60+,2
61.33,1763,1,33,0,27.0,1,129.0,1.0,7537.4,5,18-30,1
27.64,1058,1,27,2,54.0,1,23.0,1.0,7498.51,120,50-60,2
3.85,706,1,38,0,29.0,0,32.0,1.0,10506.41,149,18-30,1
431.22,737,0,2,1,73.0,2,129.0,1.0,6505.98,68,60+,2
178.55,2371,1,15,1,55.0,1,67.0,1.0,7568.4,358,50-60,2
248.76,947,1,10,0,18.0,3,56.0,1.0,546.46,11,<18,0
76.16,2188,1,37,0,23.0,3,99.0,1.0,1072.25,341,18-30,0
347.25,197,1,16,0,69.0,0,250.0,1.0,7273.55,99,60+,2
28.04,307,1,20,0,57.0,0,146.0,1.0,11197.54,354,50-60,1
325.98,1316,1,42,0,19.0,3,277.0,1.0,782.35,121,18-30,0
249.56,2162,1,27,1,76.0,2,246.0,1.0,4444.95,285,60+,2
17.43,368,1,0,0,56.0,0,33.0,1.0,10658.88,134,50-60,1
198.01,752,0,2,1,26.0,3,40.0,1.0,250.93,227,18-30,0
585.58,1626,1,33,1,23.0,3,55.0,1.0,1729.02,174,18-30,0
434.67,2309,0,41,2,27.0,3,124.0,1.0,1298.13,227,18-30,0
510.7,1032,0,26,2,27.0,3,294.0,1.0,5828.48,95,18-30,0
331.98,1579,1,10,0,74.0,2,12.0,1.0,7600.99,184,60+,2
199.54,1890,1,32,2,56.0,1,268.0,1.0,9603.73,266,50-60,1
212.97,2136,1,1,2,59.0,1,178.0,1.0,4180.4,259,50-60,2
270.56,325,1,30,2,23.0,3,139.0,1.0,1268.44,103,18-30,0
306.37,1184,1,7,0,26.0,1,120.0,1.0,9609.67,81,18-30,1
643.02,1836,0,11,0,38.0,0,85.0,1.0,11989.39,39,30-40,1
98.48,314,1,24,1,47.0,1,12.0,1.0,9538.92,306,40-50,1
889.01,1602,1,41,2,36.0,1,169.0,1.0,4826.88,300,30-40,0
537.86,1744,1,18,2,27.0,3,134.0,1.0,293.06,185,18-30,0
241.18,986,1,23,0,25.0,3,162.0,1.0,1445.53,34,18-30,0
130.54,645,1,1,0,64.0,0,94.0,1.0,11204.62,208,60+,1
800.29,2288,0,36,1,20.0,3,84.0,1.0,693.4,319,18-30,0
8.81,925,1,9,2,57.0,0,165.0,1.0,13523.65,198,50-60,1
28.52,1003,1,11,0,20.0,3,163.0,1.0,662.51,126,18-30,0
431.31,779,0,1,2,23.0,3,99.0,1.0,342.73,187,18-30,0
885.33,1550,0,33,0,47.0,1,59.0,1.0,7764.16,221,40-50,1
199.23,1625,1,40,0,29.0,1,54.0,1.0,9834.0,84,18-30,1
42.26,2014,1,33,0,44.0,0,171.0,1.0,268.77,193,40-50,0
166.06,1281,1,16,0,30.0,1,172.0,1.0,5397.68,42,18-30,0
357.72,1434,1,24,0,53.0,2,25.0,1.0,7659.5,296,50-60,1
588.37,38,1,9,2,28.0,3,284.0,1.0,1926.08,77,18-30,0
72.82,2112,1,15,2,68.0,0,127.0,1.0,6911.62,27,60+,2
162.36,2194,1,40,2,36.0,1,147.0,1.0,7527.04,160,30-40,1
584.82,1948,0,26,2,43.0,0,109.0,1.0,12071.1,205,40-50,1
38.15,1861,0,28,2,72.0,2,129.0,1.0,1425.47,360,60+,2
477.54,1534,0,37,0,23.0,3,52.0,1.0,1598.63,26,18-30,0
639.57,2376,1,30,1,60.0,0,43.0,1.0,11726.47,339,50-60,1
58.23,1360,1,31,2,28.0,3,34.0,1.0,9189.76,217,18-30,1
776.21,363,0,33,2,78.0,2,99.0,1.0,4895.87,16,60+,2
211.36,553,1,32,1,21.0,3,117.0,1.0,6178.77,165,18-30,0
188.61,2482,1,4,2,67.0,2,26.0,1.0,7167.57,1,60+,2
675.37,2466,0,17,2,56.0,2,31.0,1.0,4704.91,288,50-60,2
94.82,556,0,8,1,67.0,2,56.0,1.0,1267.72,354,60+,2
425.18,331,0,14,2,59.0,1,135.0,1.0,5790.55,303,50-60,2
50.28,209,1,28,1,60.0,1,65.0,1.0,5729.1,24,50-60,2
864.72,1564,0,11,1,34.0,1,112.0,1.0,7379.38,287,30-40,1
70.68,2197,1,12,2,25.0,3,105.0,1.0,1478.41,272,18-30,0
261.77,89,1,6,2,28.0,3,46.0,1.0,824.71,325,18-30,0
183.22,1858,1,25,0,27.0,3,63.0,1.0,1024.42,65,18-30,0
58.32,1379,0,21,1,29.0,1,275.0,4.0,6027.49,36,18-30,0
156.86,184,1,5,0,51.0,0,102.0,1.0,14453.35,245,50-60,1
120.67,2445,1,7,0,42.0,0,233.0,1.0,5374.54,345,40-50,1
308.62,1865,0,34,1,59.0,1,101.0,1.0,9148.08,25,50-60,1
506.81,2401,1,25,0,59.0,1,41.0,1.0,2757.23,98,50-60,2
328.39,2102,1,27,0,41.0,1,108.0,1.0,2523.83,334,40-50,0
796.3,559,1,2,1,67.0,2,64.0,1.0,1498.79,130,60+,2
72.47,1954,1,4,2,29.0,0,72.0,1.0,1305.56,287,18-30,0
279.6,988,1,13,0,25.0,3,131.0,1.0,1910.9,31,18-30,0
304.2,1040,1,16,2,25.0,3,102.0,1.0,423.64,237,18-30,0
351.38,1174,1,27,1,64.0,2,21.0,1.0,7606.63,10,60+,2
86.07,2184,1,9,1,31.0,0,23.0,1.0,842.56,356,30-40,0
604.5,1449,1,32,0,28.0,3,80.0,1.0,709.42,10,18-30,0
258.7,362,1,5,0,27.0,3,123.0,1.0,1358.37,14,18-30,0
994.63,1132,1,2,2,61.0,0,158.0,1.0,13538.14,183,60+,1
11.46,203,0,2,1,75.0,2,64.0,1.0,7258.33,108,60+,2
63.76,1180,1,35,0,69.0,2,100.0,1.0,4980.26,240,60+,2
446.83,1175,0,24,1,55.0,2,143.0,1.0,1623.5,191,50-60,2
63.54,938,1,9,0,26.0,1,136.0,1.0,4401.78,69,18-30,0
81.11,1940,1,5,2,48.0,1,110.0,1.0,2051.37,84,40-50,2
441.26,388,0,40,1,58.0,0,87.0,5.0,13704.92,318,50-60,1
170.96,2459,1,42,1,64.0,0,69.0,1.0,13374.89,31,60+,1
48.51,66,1,2,1,22.0,3,69.0,1.0,3363.23,270,18-30,0
325.03,79,1,17,1,60.0,0,106.0,1.0,13521.76,226,50-60,1
125.83,971,1,20,1,57.0,2,138.0,1.0,6109.86,307,50-60,2
506.83,751,1,16,1,37.0,1,45.0,1.0,9975.79,69,30-40,1
738.94,1885,1,30,1,41.0,0,173.0,1.0,13856.18,149,40-50,1
180.36,979,0,28,2,33.0,1,55.0,1.0,9905.23,18,30-40,1
225.1,2349,1,4,0,28.0,3,35.0,1.0,1547.71,0,18-30,0
359.51,2270,1,5,1,79.0,2,157.0,1.0,7153.72,348,60+,2
720.46,2317,1,40,1,54.0,2,44.0,1.0,3101.54,133,50-60,2
1116.57,371,1,40,0,56.0,2,104.0,1.0,1393.14,52,50-60,2
291.46,248,1,24,0,57.0,2,135.0,1.0,7142.53,221,50-60,2
1192.95,2301,1,19,1,23.0,3,73.0,1.0,325.15,99,18-30,0
98.24,676,1,23,2,28.0,3,148.0,1.0,580.66,156,18-30,0
100.48,323,0,25,1,18.0,3,104.0,1.0,6149.81,349,<18,0
45.9,1223,1,8,1,56.0,1,264.0,1.0,5698.25,83,50-60,2
258.21,2237,1,35,2,39.0,0,225.0,1.0,9562.41,229,30-40,1
1079.11,820,1,19,2,53.0,1,211.0,1.0,2038.31,79,50-60,2
287.51,926,1,12,2,22.0,3,255.0,1.0,187.65,117,18-30,0
501.3,939,0,35,2,26.0,1,146.0,1.0,8520.08,105,18-30,1
26.1,319,1,23,0,27.0,3,32.0,1.0,1435.72,47,18-30,0
436.77,1816,1,17,0,20.0,3,176.0,1.0,825.69,169,18-30,0
292.38,870,1,3,0,68.0,0,224.0,1.0,5803.89,200,60+,2
1026.46,1136,1,30,1,53.0,2,165.0,1.0,3134.47,62,50-60,2
25.29,1370,1,24,2,50.0,3,125.0,1.0,5374.69,22,40-50,2
123.35,1474,0,3,2,31.0,0,10.0,1.0,6852.16,216,30-40,1
139.52,1776,1,32,1,23.0,3,31.0,1.0,1570.22,98,18-30,0
51.2,512,1,40,2,18.0,3,83.0,1.0,730.6,22,<18,0
122.85,2258,0,39,2,47.0,0,127.0,3.0,13185.39,38,40-50,1
161.38,2100,0,7,2,24.0,3,101.0,1.0,3900.34,272,18-30,0
2.51,702,1,3,2,63.0,2,32.0,1.0,4891.56,299,60+,2
22.62,848,1,41,0,64.0,0,102.0,1.0,7682.0,294,60+,2
126.83,335,1,2,1,57.0,2,39.0,1.0,6100.98,249,50-60,2
46.6,1607,1,11,2,55.0,0,68.0,1.0,1562.9,1,50-60,2
243.8,21,1,37,1,57.0,0,48.0,1.0,13732.81,227,50-60,1
231.51,1590,0,28,1,60.0,2,96.0,1.0,5790.7,346,50-60,2
175.05,14,1,13,2,39.0,1,34.0,1.0,1447.35,107,30-40,0
762.74,801,1,20,0,64.0,0,244.0,1.0,207.1,17,60+,2
34.03,927,1,20,1,57.0,1,38.0,1.0,3077.2,217,50-60,2
15.95,518,1,33,1,25.0,3,52.0,1.0,1983.0,316,18-30,0
211.36,2213,1,25,0,57.0,1,107.0,1.0,3120.1,2,50-60,2
101.51,566,0,40,2,46.0,1,199.0,1.0,3052.47,331,40-50,2
309.42,1959,1,14,1,27.0,1,42.0,1.0,8564.46,239,18-30,1
257.6,2377,0,13,2,59.0,2,293.0,1.0,7950.74,215,50-60,1
746.78,2227,0,13,1,21.0,3,64.0,1.0,1699.81,82,18-30,0
82.01,2436,0,34,1,23.0,3,156.0,1.0,287.46,52,18-30,0
476.99,70,1,36,2,23.0,3,187.0,1.0,1154.48,228,18-30,0
